No	Japanese	Translation	Note
1046	この案を採用した理由は、〜という点で優れていたからです。	The main reason for adopting this is that it is superior in the area of ~.	
1047	○○のテスト中にバグを発見しました。詳細は△△に記載しています。	We found a bug while testing ○○, as described in detail in △△.﻿	
1048	来月、○○さんにこのチームに参加してもらうことになりました。	We’ll have ○○ join this team next month.﻿	
1049	○○さんは、□□さんのもとでOJTを受けてもらいます。	○○ will start OJT with □□.﻿	
1050	○○の仕様に関する説明を△△［ドキュメント名］に記載してもらえますか？	Could you add some description about the specification of ○○ in △△?﻿	
1051	○○という（ソースコードの）書き方にすると、パフォーマンスがより良くなると思います。	I think the performance will be improved by changing the coding style to ○○.	
1052	このロジックを検証するためのテストコードを書いてもらえますか？	Would you mind adding some test code for this logic?﻿	
1053	このテストのエビデンスは残っていますか？	Is there any evidence for this test?﻿	See: Test evidence
1054	（負荷試験を実施するさいに）どのくらいの負荷をかけてテストしましたか？	How much stress did you put on the system when you performed the stress test?﻿	
1055	○○が原因で、サーバーの処理が重たくなっています。	The server is lagging due to ○○.﻿	
1056	○○のサーバーにあるモジュールのバージョンをロールバックします。	We will rollback the version of the module on the ○○ server.﻿	
1057	これについては100％確信しています。	We are 100% sure/certain about this.	
1058	そのプロジェクトが失敗する可能性が10-20％あります。	There is a 10 to 20% chance that the project will be unsuccessful.	
1059	それは明らかに私の判断ミスでした。	That was obviously/clearly my misjudgment.	
1060	次に何が起きるのか決して・絶対に分かりません。	I will never know what is going to happen next.	
1061	本当にごめん。仕事が立て込んでしまって、今すぐは行けそうにない…	I’m very sorry. I can’t go now because I got stuck at work…	
1062	実を言うと、今まずい状況なんだよ。彼女を怒らせてしまったんだ	To be honest, I’m in hot water now. I made my girlfriend mad.	
1063	全くだよ！人手が足らなくて、ちょっとパニック状態だ	Totally! I’m short of hands. I’m kind of freaking out.	
1064	いや、全くだよ。アイデアが何も出てこないんだ。困ったよ。	No, not at all. I’ve run out of ideas. I’m at a loss.	
1065	私を助けていただけないかと思いまして・・。	I was wondering if you could help me.	
1066	ご尽力に感謝します。	We appreciate your effort.	
1067	悪いんだけど、暇ができたら手を貸してくれない？	I am sorry to ask you, but can you give me a hand whenever you are available?	
1068	知らないと損する英語の速読方法		
1069	これは技術的に可能でしょうか？	Is this would be possible technically?	
